contract_id,personnel_id,est_id,ref_date,base_salary_lcu,gross_salary_lcu,net_salary_lcu,contract_type,occupation_native,occupation_english,occupation_isconame,occupation_iscocode,start_date,end_date,whours,paygrade,seniority,country_code,country_name,adm1_name,adm1_code
C024810,W09425,ORG0091,6/25/2024,5907.32,5907.32,5907.32,Open-term,Comptable,Engineer,Analysts,8322,6/30/2017,6/2/2028,40.6,G5,6,ZMB,Zambia,Central Province,ZMB02
C024811,W06449,ORG0184,8/8/2023,2314.18,4722.83,4722.83,Short-term,Technicien,Driver,Accountants,3115,6/3/2017,10/28/2026,38.1,G7,26,ZMB,Zambia,Lusaka Province,ZMB01
C024812,W06489,ORG0411,5/10/2023,4316.08,4711.03,4711.03,Open-term,Analyste,Analyst,Engineers,2141,3/14/2021,2/4/2027,36.2,G5,8,ZMB,Zambia,Lusaka Province,ZMB02
C024813,W02828,ORG0087,8/17/2024,4578.61,4683.1,4255.3,Short-term,Ingenieur,Engineer,Engineers,3115,7/26/2022,1/8/2028,32.8,P2,8,ZMB,Zambia,Lusaka Province,ZMB05
C024814,W01279,ORG0089,10/7/2024,4315.36,5089.53,4379.76,Permanent,Analyste,Accountant,Technicians,8322,12/1/2023,11/24/2027,39,G6,3,ZMB,Zambia,Northern Province,ZMB01
C024815,W05596,ORG0337,11/23/2024,3743.75,5296.18,4568.31,Short-term,Comptable,Analyst,Analysts,3115,5/6/2016,2/24/2025,45.5,G7,18,ZMB,Zambia,Western Province,ZMB05
C024816,W01984,ORG0324,7/30/2024,3847.21,4718.08,4718.08,Short-term,Ingenieur,Engineer,Analysts,2421,8/24/2019,9/30/2026,45.7,G7,19,ZMB,Zambia,Eastern Province,ZMB03
C024817,W01948,ORG0276,5/16/2024,4699.24,4763.91,4416.55,Open-term,Technicien,Technician,Engineers,3115,5/25/2017,5/27/2026,49.7,P2,21,ZMB,Zambia,Lusaka Province,ZMB02
C024818,W06245,ORG0188,11/14/2024,4154.05,4883.85,4595.76,Permanent,Chauffeur,Accountant,Accountants,2421,10/6/2017,7/2/2026,27.6,P2,28,ZMB,Zambia,Northern Province,ZMB05
C024819,W06276,ORG0032,12/31/2024,4002.5,4768.2,3765.57,Permanent,Ingenieur,Analyst,Drivers,3115,1/21/2020,7/28/2024,42,P2,1,ZMB,Zambia,Northern Province,ZMB02
C024820,W09920,ORG0371,2/13/2024,4558.19,5986.42,5015.01,Short-term,Ingenieur,Technician,Drivers,2141,5/8/2015,8/22/2025,40.8,G8,26,ZMB,Zambia,Eastern Province,ZMB05
C024821,W00024,ORG0380,6/6/2023,3868.48,5376.89,4170.1,Open-term,Technicien,Engineer,Technicians,8322,4/25/2023,4/12/2026,42.1,P2,2,ZMB,Zambia,Eastern Province,ZMB05
C024822,W09137,ORG0051,12/2/2023,4347.67,5490.26,4660.8,Permanent,Comptable,Engineer,Analysts,2411,12/12/2021,5/25/2028,46.4,G5,7,ZMB,Zambia,Eastern Province,ZMB05
C024823,W04179,ORG0367,8/14/2023,4407.92,4653.74,4653.74,Short-term,Technicien,Technician,Technicians,2421,6/12/2018,6/26/2025,35.8,P2,10,ZMB,Zambia,Western Province,ZMB03
C024824,W01243,ORG0025,5/18/2023,4203.96,7141.38,2736.98,Permanent,Ingenieur,Driver,Accountants,3115,6/6/2020,1/29/2024,45.7,G5,26,ZMB,Zambia,Western Province,ZMB02
C024825,W04104,ORG0208,9/20/2024,3659.36,6733.72,5702.01,Permanent,Ingenieur,Accountant,Accountants,3115,6/8/2017,2/4/2026,37.5,G6,10,ZMB,Zambia,Eastern Province,ZMB05
C024826,W03338,ORG0238,4/28/2023,3521.38,5928.79,3627.58,Permanent,Chauffeur,Driver,Drivers,2141,5/9/2018,2/7/2028,40.8,G8,0,ZMB,Zambia,Western Province,ZMB03
C024827,W01895,ORG0111,6/1/2023,3350.21,5053.61,4678.49,Open-term,Comptable,Analyst,Accountants,2421,6/22/2019,5/22/2028,35.4,G7,14,ZMB,Zambia,Western Province,ZMB01
C024828,W04008,ORG0146,11/23/2023,4146.41,5350.35,5025.91,Open-term,Chauffeur,Engineer,Accountants,2421,8/7/2016,1/11/2025,32.9,G6,0,ZMB,Zambia,Northern Province,ZMB04
C024829,W01052,ORG0105,11/9/2024,3373.59,7435.35,3204.31,Permanent,Chauffeur,Analyst,Analysts,2421,11/19/2022,12/9/2025,45.5,G8,26,ZMB,Zambia,Eastern Province,ZMB01
C024830,W05703,ORG0321,7/11/2024,3499.51,5245.74,3536.06,Open-term,Technicien,Engineer,Accountants,3115,9/20/2017,4/23/2027,33.9,P1,13,ZMB,Zambia,Western Province,ZMB02
C024831,W09399,ORG0096,10/22/2024,3673.3,4309.69,4309.69,Open-term,Chauffeur,Engineer,Accountants,2421,9/1/2021,8/3/2028,43.5,G7,8,ZMB,Zambia,Central Province,ZMB04
C024832,W01252,ORG0378,12/7/2024,2969,4382.24,4382.24,Short-term,Comptable,Accountant,Accountants,2411,12/20/2016,11/27/2028,48.4,G5,22,ZMB,Zambia,Western Province,ZMB04
C024833,W04575,ORG0163,3/20/2024,1972.16,5651.59,5579.84,Open-term,Ingenieur,Engineer,Technicians,8322,9/11/2021,3/27/2025,39.8,G7,22,ZMB,Zambia,Eastern Province,ZMB01
C024834,W08971,ORG0236,9/5/2023,4092.66,5856.75,5099.86,Short-term,Comptable,Accountant,Analysts,8322,10/18/2016,6/1/2027,31.2,P2,4,ZMB,Zambia,Central Province,ZMB02
C024835,W04684,ORG0034,12/5/2023,3702.15,5756.31,3445.05,Permanent,Technicien,Engineer,Engineers,8322,5/21/2017,11/4/2024,34,P2,26,ZMB,Zambia,Central Province,ZMB05
C024836,W05536,ORG0009,3/28/2024,5333.76,5463.16,5463.16,Open-term,Analyste,Engineer,Engineers,2141,6/28/2021,9/2/2024,50,P1,16,ZMB,Zambia,Lusaka Province,ZMB04
C024837,W03339,ORG0063,10/11/2024,2828.9,6125.57,4962.51,Permanent,Chauffeur,Engineer,Engineers,2411,8/27/2023,1/22/2024,38.3,G8,2,ZMB,Zambia,Western Province,ZMB02
C024838,W06750,ORG0112,8/26/2023,3634.29,5428.63,5216.06,Short-term,Ingenieur,Accountant,Analysts,2141,9/7/2016,7/1/2028,36.6,G6,5,ZMB,Zambia,Northern Province,ZMB01
C024839,W07191,ORG0428,2/4/2023,3313.94,5839.17,5313.54,Open-term,Comptable,Driver,Engineers,8322,11/24/2018,12/5/2026,41.3,G5,7,ZMB,Zambia,Lusaka Province,ZMB03
C024840,W08116,ORG0249,9/20/2024,4106.7,5022.57,4155.26,Permanent,Chauffeur,Analyst,Accountants,2411,12/28/2018,8/5/2025,38.9,G8,8,ZMB,Zambia,Eastern Province,ZMB04
C024841,W09049,ORG0500,5/7/2023,3805.15,4419.39,4419.39,Permanent,Comptable,Technician,Analysts,2141,3/19/2017,2/14/2024,35,G7,26,ZMB,Zambia,Western Province,ZMB02
C024842,W09895,ORG0079,2/17/2023,4698.88,4731,3681.39,Short-term,Chauffeur,Engineer,Drivers,8322,12/27/2017,9/2/2025,49.7,G7,15,ZMB,Zambia,Northern Province,ZMB01
C024843,W00899,ORG0033,11/7/2023,4364.75,5209.81,3397.43,Permanent,Chauffeur,Accountant,Accountants,3115,2/15/2020,3/5/2025,39.8,G5,17,ZMB,Zambia,Northern Province,ZMB02
C024844,W07592,ORG0313,12/18/2024,3272.79,4514.6,4514.6,Permanent,Ingenieur,Driver,Accountants,2411,5/31/2017,2/25/2027,35.6,G5,14,ZMB,Zambia,Western Province,ZMB01
C024845,W09091,ORG0484,4/19/2023,3268.98,4782.82,3083.2,Permanent,Comptable,Accountant,Analysts,2421,4/30/2020,2/15/2025,40.3,G5,3,ZMB,Zambia,Western Province,ZMB03
C024846,W01922,ORG0203,10/21/2024,3753.04,5461.42,4551.92,Permanent,Analyste,Technician,Technicians,3115,5/1/2023,8/20/2026,46,G6,9,ZMB,Zambia,Central Province,ZMB03
C024847,W00322,ORG0452,12/30/2024,4324.27,4461.31,4437.14,Open-term,Technicien,Analyst,Accountants,2141,7/5/2020,11/5/2028,41.6,G6,2,ZMB,Zambia,Central Province,ZMB04
C024848,W01501,ORG0148,2/23/2023,5025.33,5025.33,3941.73,Short-term,Comptable,Engineer,Drivers,8322,9/27/2016,4/21/2026,32.7,P1,16,ZMB,Zambia,Eastern Province,ZMB05
C024849,W04185,ORG0077,12/10/2024,2677.44,5375.77,2454.78,Permanent,Analyste,Driver,Analysts,8322,9/5/2018,2/25/2025,39,G7,23,ZMB,Zambia,Central Province,ZMB03
C024850,W08191,ORG0226,8/26/2024,4402.62,4912.01,4007.52,Short-term,Comptable,Accountant,Engineers,8322,2/13/2018,10/5/2026,38.4,G5,24,ZMB,Zambia,Northern Province,ZMB04
C024851,W01416,ORG0206,10/23/2024,3360,4869.3,4869.3,Open-term,Analyste,Technician,Drivers,3115,6/26/2015,12/7/2028,38.3,G5,14,ZMB,Zambia,Northern Province,ZMB02
C024852,W06796,ORG0369,5/7/2023,4351.6,4351.6,4351.6,Permanent,Ingenieur,Analyst,Accountants,2421,11/20/2023,10/29/2027,38.1,G8,9,ZMB,Zambia,Central Province,ZMB04
C024853,W09704,ORG0116,7/29/2023,3803.15,3989.95,3508.99,Permanent,Technicien,Accountant,Engineers,3115,6/12/2015,3/16/2028,48.1,G6,25,ZMB,Zambia,Central Province,ZMB02
C024854,W00441,ORG0219,12/18/2024,4188.11,4188.11,3675.54,Open-term,Analyste,Accountant,Technicians,2411,4/1/2017,1/22/2026,45.7,P2,23,ZMB,Zambia,Western Province,ZMB01
C024855,W09175,ORG0497,4/8/2024,4668.92,4668.92,3722.26,Open-term,Ingenieur,Analyst,Technicians,3115,5/30/2015,9/5/2024,43.3,P2,16,ZMB,Zambia,Western Province,ZMB04
C024856,W07667,ORG0158,10/10/2024,4178.46,6759.27,4435.22,Open-term,Ingenieur,Driver,Drivers,2411,4/8/2019,2/21/2026,43.1,P1,0,ZMB,Zambia,Eastern Province,ZMB05
C024857,W07482,ORG0377,9/13/2024,3946.44,4607.03,2844.49,Permanent,Comptable,Analyst,Drivers,3115,8/15/2016,10/1/2026,36.7,G5,20,ZMB,Zambia,Northern Province,ZMB05
C024858,W03179,ORG0437,11/16/2023,5656.88,5656.88,4701.42,Permanent,Ingenieur,Engineer,Accountants,2421,1/24/2016,2/24/2024,39.4,G7,24,ZMB,Zambia,Western Province,ZMB02
C024859,W02445,ORG0248,12/10/2023,2893.15,6052.21,4756.51,Open-term,Comptable,Driver,Technicians,8322,7/11/2022,1/9/2027,40.4,G7,18,ZMB,Zambia,Northern Province,ZMB02
C024860,W09765,ORG0408,5/6/2023,2500.75,6375.88,3986.93,Open-term,Analyste,Analyst,Technicians,2141,9/26/2018,3/25/2028,42,G6,20,ZMB,Zambia,Central Province,ZMB04
C024861,W09321,ORG0285,4/11/2023,4464.18,4464.18,4464.18,Permanent,Analyste,Technician,Technicians,8322,1/22/2020,12/28/2027,37,P1,5,ZMB,Zambia,Northern Province,ZMB01
C024862,W03183,ORG0283,5/5/2024,3185.07,5974.53,5055.49,Permanent,Technicien,Analyst,Analysts,8322,1/26/2021,7/9/2024,43.8,G8,22,ZMB,Zambia,Lusaka Province,ZMB03
C024863,W09187,ORG0489,11/25/2023,3728.15,4825.5,4825.5,Short-term,Comptable,Engineer,Analysts,2421,3/5/2017,10/6/2024,45.8,P1,14,ZMB,Zambia,Lusaka Province,ZMB03
C024864,W07745,ORG0228,5/19/2023,3151.96,5360.98,5360.98,Permanent,Analyste,Accountant,Drivers,2411,10/28/2020,8/2/2026,43.8,G8,21,ZMB,Zambia,Western Province,ZMB03
C024865,W00663,ORG0187,3/8/2023,4613.93,4613.93,4613.93,Open-term,Comptable,Technician,Accountants,3115,1/14/2020,9/27/2027,43.5,G5,29,ZMB,Zambia,Lusaka Province,ZMB01
C024866,W00939,ORG0408,9/25/2023,3358.66,6770.13,2270.01,Permanent,Technicien,Engineer,Accountants,3115,10/23/2015,9/26/2028,55.8,G8,15,ZMB,Zambia,Lusaka Province,ZMB05
C024867,W04417,ORG0281,3/26/2023,4626.74,4777.92,4249.44,Permanent,Chauffeur,Analyst,Accountants,3115,6/11/2020,7/17/2028,48.6,P2,24,ZMB,Zambia,Lusaka Province,ZMB02
C024868,W07331,ORG0383,12/28/2023,3017.46,4050.15,3560.29,Open-term,Chauffeur,Driver,Analysts,2421,12/16/2017,10/15/2025,37.7,G5,19,ZMB,Zambia,Lusaka Province,ZMB05
C024869,W08864,ORG0001,11/16/2024,3500.09,6048.32,4154.57,Open-term,Comptable,Analyst,Analysts,3115,4/22/2021,11/18/2024,39.4,G8,29,ZMB,Zambia,Central Province,ZMB01
C024870,W01379,ORG0397,7/2/2024,2284.43,6019.25,3930.86,Open-term,Comptable,Analyst,Technicians,2411,6/14/2019,10/14/2027,42.3,P1,6,ZMB,Zambia,Western Province,ZMB05
C024871,W03995,ORG0437,12/8/2024,4915.83,6687.36,4481.81,Permanent,Technicien,Engineer,Engineers,3115,7/10/2018,12/22/2028,36.4,P2,25,ZMB,Zambia,Central Province,ZMB04
C024872,W04876,ORG0202,11/10/2024,4677.44,4798.48,4798.48,Short-term,Analyste,Driver,Engineers,2421,3/3/2023,2/25/2028,46.2,P1,14,ZMB,Zambia,Eastern Province,ZMB02
C024873,W07416,ORG0166,11/9/2024,2347.15,5446.1,4129.72,Permanent,Analyste,Technician,Technicians,3115,3/1/2016,1/16/2025,38.5,G7,13,ZMB,Zambia,Lusaka Province,ZMB04
C024874,W00035,ORG0016,5/7/2023,4546.16,4546.16,3444.6,Permanent,Technicien,Technician,Engineers,8322,8/3/2023,4/13/2028,46.3,G8,6,ZMB,Zambia,Central Province,ZMB05
C024875,W01436,ORG0239,12/30/2023,2379.48,4716.23,3589.71,Open-term,Technicien,Accountant,Drivers,2421,11/30/2023,3/5/2024,36.1,G7,22,ZMB,Zambia,Lusaka Province,ZMB04
C024876,W03718,ORG0396,7/11/2024,5280.9,5280.9,5280.9,Short-term,Chauffeur,Driver,Drivers,8322,3/29/2016,12/12/2027,43.3,P1,15,ZMB,Zambia,Eastern Province,ZMB05
C024877,W09273,ORG0037,5/26/2024,3808.14,5057.21,4153.12,Open-term,Analyste,Accountant,Technicians,2421,11/19/2023,12/12/2025,37.9,G6,26,ZMB,Zambia,Lusaka Province,ZMB01
C024878,W01447,ORG0130,1/2/2023,2575.45,4305.99,3270.02,Permanent,Chauffeur,Analyst,Technicians,2411,11/16/2020,9/4/2026,43.9,G6,17,ZMB,Zambia,Eastern Province,ZMB03
C024879,W04259,ORG0347,4/5/2024,5223.23,6292.44,2904.88,Permanent,Technicien,Engineer,Accountants,2411,4/26/2017,3/11/2026,38.8,G8,22,ZMB,Zambia,Central Province,ZMB05
C024880,W09246,ORG0425,4/24/2023,2954.29,6653.15,3620.64,Permanent,Technicien,Driver,Technicians,2411,10/20/2022,11/28/2026,52.7,P2,28,ZMB,Zambia,Northern Province,ZMB02
C024881,W03933,ORG0113,9/6/2024,3579.1,5291.68,4069.15,Open-term,Chauffeur,Engineer,Accountants,3115,6/5/2018,3/17/2027,40,G6,18,ZMB,Zambia,Eastern Province,ZMB05
C024882,W05323,ORG0484,1/15/2023,4321.55,5770.86,3652.44,Short-term,Analyste,Technician,Drivers,2141,8/9/2016,11/7/2027,43.4,G7,8,ZMB,Zambia,Lusaka Province,ZMB05
C024883,W07722,ORG0296,6/7/2024,3100.7,5147.04,5052.29,Permanent,Chauffeur,Accountant,Drivers,3115,3/1/2020,8/14/2024,42.6,G7,1,ZMB,Zambia,Lusaka Province,ZMB03
C024884,W08263,ORG0264,5/3/2023,5201.67,5967.92,4838.61,Short-term,Analyste,Engineer,Technicians,3115,12/28/2017,5/6/2028,43.5,P1,5,ZMB,Zambia,Western Province,ZMB03
C024885,W01723,ORG0266,11/11/2023,4436.16,4436.16,4436.16,Permanent,Comptable,Accountant,Engineers,2141,4/10/2019,7/1/2028,35.7,G7,18,ZMB,Zambia,Central Province,ZMB02
C024886,W05577,ORG0247,8/6/2023,3621.78,3621.78,3621.78,Open-term,Ingenieur,Technician,Technicians,2141,6/26/2015,3/18/2028,36.3,G8,7,ZMB,Zambia,Central Province,ZMB04
C024887,W06002,ORG0338,8/5/2023,4907.44,4907.44,3447.13,Open-term,Comptable,Technician,Analysts,2411,12/20/2023,12/5/2026,43.6,G6,19,ZMB,Zambia,Northern Province,ZMB02
C024888,W00261,ORG0271,11/30/2023,3432.68,4726.32,4091.23,Permanent,Chauffeur,Accountant,Technicians,2141,10/31/2022,8/30/2024,28.9,P2,24,ZMB,Zambia,Eastern Province,ZMB03
C024889,W02015,ORG0327,7/8/2023,4106.38,4911.67,3522.4,Permanent,Technicien,Technician,Drivers,2411,5/10/2018,8/19/2025,42.1,G6,15,ZMB,Zambia,Central Province,ZMB05
C024890,W01374,ORG0475,8/4/2024,3485.47,3586.32,3586.32,Short-term,Comptable,Analyst,Engineers,2421,12/9/2022,1/29/2024,36.3,P1,13,ZMB,Zambia,Central Province,ZMB04
C024891,W08532,ORG0476,8/1/2024,2162.44,3814.27,3814.27,Permanent,Chauffeur,Analyst,Analysts,8322,5/9/2016,2/14/2027,51.4,G5,20,ZMB,Zambia,Lusaka Province,ZMB03
C024892,W01920,ORG0212,6/17/2024,4932,5515.27,5267.47,Open-term,Chauffeur,Driver,Accountants,2411,7/28/2022,12/16/2025,39.6,G7,20,ZMB,Zambia,Northern Province,ZMB05
C024893,W07030,ORG0302,11/21/2023,3726.09,4830.75,4250.01,Short-term,Analyste,Technician,Drivers,2411,11/3/2015,6/20/2026,33.9,P2,12,ZMB,Zambia,Eastern Province,ZMB03
C024894,W02528,ORG0387,7/1/2024,3336.46,4364.21,4364.21,Open-term,Chauffeur,Accountant,Accountants,2421,3/15/2017,6/24/2028,35.8,G8,7,ZMB,Zambia,Northern Province,ZMB02
C024895,W00531,ORG0010,1/6/2024,4199.34,4199.34,4028.5,Open-term,Ingenieur,Engineer,Drivers,3115,5/25/2020,11/15/2024,34.6,G8,29,ZMB,Zambia,Central Province,ZMB02
C024896,W03288,ORG0416,11/7/2023,4252.07,4714.79,3347.5,Open-term,Comptable,Accountant,Analysts,2421,2/8/2015,4/7/2026,46.4,G8,8,ZMB,Zambia,Lusaka Province,ZMB05
C024897,W01541,ORG0475,6/5/2023,3335.2,4864.42,4862.17,Permanent,Technicien,Engineer,Engineers,2141,7/14/2021,11/18/2025,38.7,G8,1,ZMB,Zambia,Northern Province,ZMB05
C024898,W00730,ORG0489,9/26/2024,5081.67,5081.67,5081.67,Permanent,Analyste,Driver,Accountants,3115,11/14/2022,1/4/2026,43.5,G6,9,ZMB,Zambia,Lusaka Province,ZMB03
C024899,W07319,ORG0094,12/31/2023,2280.04,6220.03,4567.85,Permanent,Comptable,Accountant,Analysts,2411,8/5/2020,1/12/2024,36.5,G8,8,ZMB,Zambia,Eastern Province,ZMB02
C024900,W09448,ORG0266,7/5/2024,3053.07,5563.04,3804.37,Open-term,Technicien,Accountant,Technicians,2421,7/28/2019,9/25/2028,47.4,G6,22,ZMB,Zambia,Eastern Province,ZMB05
C024901,W04077,ORG0305,1/24/2024,3901.63,3901.63,3901.63,Permanent,Analyste,Driver,Analysts,3115,4/20/2023,12/9/2024,37.4,G5,29,ZMB,Zambia,Lusaka Province,ZMB03
C024902,W08278,ORG0261,8/1/2023,4472.67,5490.84,3803.01,Permanent,Analyste,Technician,Analysts,2411,8/29/2021,11/21/2024,33.4,G7,23,ZMB,Zambia,Western Province,ZMB02
C024903,W02297,ORG0368,8/16/2024,3509.99,3856.92,3856.92,Short-term,Ingenieur,Analyst,Analysts,8322,2/20/2015,4/8/2025,36.8,G7,22,ZMB,Zambia,Central Province,ZMB01
C024904,W09517,ORG0021,3/13/2024,2678.27,5492.73,5492.73,Open-term,Ingenieur,Driver,Accountants,2421,2/6/2016,8/4/2025,32.9,P1,23,ZMB,Zambia,Eastern Province,ZMB02
C024905,W06544,ORG0152,4/3/2023,3767.81,5541.18,4651.64,Open-term,Comptable,Engineer,Technicians,2421,11/8/2023,12/1/2027,40.6,P1,17,ZMB,Zambia,Eastern Province,ZMB01
C024906,W06249,ORG0017,3/10/2024,2960.99,5780.89,4234.56,Permanent,Analyste,Analyst,Engineers,2141,6/2/2022,5/18/2024,48.8,G8,28,ZMB,Zambia,Lusaka Province,ZMB01
C024907,W02897,ORG0196,9/11/2024,5425.34,5425.34,4197.57,Permanent,Chauffeur,Driver,Analysts,2421,3/30/2019,4/21/2026,40.7,P1,21,ZMB,Zambia,Eastern Province,ZMB01
C024908,W06797,ORG0233,2/22/2024,5009.17,5141.91,4874.98,Permanent,Analyste,Analyst,Drivers,3115,6/8/2023,4/5/2026,39.7,G7,26,ZMB,Zambia,Eastern Province,ZMB04
C024909,W02517,ORG0490,10/8/2024,2999.18,5377.23,4132.53,Short-term,Comptable,Engineer,Drivers,2421,5/19/2017,5/4/2026,37.1,G5,26,ZMB,Zambia,Northern Province,ZMB04
C024910,W05371,ORG0054,10/3/2024,4194.61,5504.12,4340.04,Short-term,Technicien,Accountant,Technicians,2421,11/15/2022,5/11/2028,52.6,G7,16,ZMB,Zambia,Lusaka Province,ZMB05
C024911,W00742,ORG0226,5/16/2024,3690.88,4777.79,4777.79,Permanent,Chauffeur,Analyst,Technicians,2141,6/27/2019,6/1/2024,39.8,G5,26,ZMB,Zambia,Eastern Province,ZMB05
C024912,W08426,ORG0052,12/13/2024,4698.56,4698.56,4698.56,Permanent,Technicien,Driver,Engineers,2411,5/30/2022,2/10/2028,42.9,P2,7,ZMB,Zambia,Central Province,ZMB03
C024913,W09605,ORG0119,3/26/2024,3272.14,6177.72,4823.46,Permanent,Analyste,Accountant,Drivers,8322,7/2/2015,8/4/2026,41.9,P1,23,ZMB,Zambia,Lusaka Province,ZMB04
C024914,W04523,ORG0009,7/18/2024,3291.4,4459.12,4189.28,Open-term,Comptable,Driver,Accountants,2141,7/30/2015,12/20/2027,35.5,G6,11,ZMB,Zambia,Eastern Province,ZMB01
C024915,W00601,ORG0012,3/7/2024,3681.54,4553.11,3281.38,Permanent,Chauffeur,Accountant,Drivers,8322,8/2/2020,4/17/2026,48,G6,21,ZMB,Zambia,Eastern Province,ZMB05
C024916,W01806,ORG0214,4/26/2024,4089,4089,4089,Open-term,Comptable,Driver,Analysts,2421,8/7/2019,4/15/2026,43.6,G5,17,ZMB,Zambia,Central Province,ZMB04
C024917,W08331,ORG0183,1/31/2024,3635.11,4779.19,3925.38,Permanent,Technicien,Driver,Drivers,3115,5/21/2018,10/23/2027,39.1,G8,27,ZMB,Zambia,Lusaka Province,ZMB05
C024918,W01401,ORG0383,9/3/2023,4086.68,5649.05,5649.05,Short-term,Analyste,Engineer,Accountants,2411,8/17/2023,4/23/2027,51.4,G5,23,ZMB,Zambia,Lusaka Province,ZMB04
C024919,W07407,ORG0210,3/16/2023,3749.68,5539.23,4158.79,Open-term,Technicien,Analyst,Analysts,3115,12/1/2020,12/18/2025,47.5,P1,25,ZMB,Zambia,Central Province,ZMB03
C024920,W00804,ORG0088,4/19/2023,3426.98,5211.21,4419.91,Open-term,Comptable,Technician,Engineers,2411,2/1/2018,7/30/2024,45.6,G7,28,ZMB,Zambia,Eastern Province,ZMB01
C024921,W04354,ORG0132,3/12/2023,2599.39,4991.63,4980.46,Permanent,Ingenieur,Technician,Analysts,2411,1/2/2017,10/23/2025,40,P1,23,ZMB,Zambia,Lusaka Province,ZMB03
C024922,W09413,ORG0409,9/11/2024,4934.45,5120.16,5120.16,Open-term,Technicien,Technician,Drivers,2411,4/16/2019,2/3/2027,41,G6,26,ZMB,Zambia,Western Province,ZMB01
C024923,W08934,ORG0106,3/15/2024,3930.03,5135.22,4086.88,Short-term,Ingenieur,Engineer,Engineers,8322,8/23/2016,12/28/2025,34.5,G5,0,ZMB,Zambia,Eastern Province,ZMB05
C024924,W03750,ORG0288,12/14/2024,4943.37,4943.37,4173.71,Permanent,Comptable,Analyst,Analysts,2411,6/14/2019,8/21/2026,40,G8,16,ZMB,Zambia,Northern Province,ZMB05
C024925,W00648,ORG0411,1/29/2023,3797.44,5690.82,4401.85,Permanent,Technicien,Engineer,Accountants,2411,8/15/2020,2/18/2024,42.5,P2,27,ZMB,Zambia,Western Province,ZMB04
C024926,W04465,ORG0417,2/10/2023,4481.09,6213.62,5025.04,Permanent,Technicien,Accountant,Analysts,8322,10/7/2021,11/25/2028,43.8,G5,11,ZMB,Zambia,Eastern Province,ZMB02
C024927,W02248,ORG0221,6/2/2023,3121.63,6360.32,6360.32,Open-term,Analyste,Accountant,Engineers,2421,5/12/2023,8/28/2024,37.4,P1,1,ZMB,Zambia,Central Province,ZMB02
C024928,W07241,ORG0368,8/16/2024,4202.61,5190.32,3498.27,Short-term,Comptable,Accountant,Engineers,2141,1/22/2015,6/20/2024,37.6,G5,24,ZMB,Zambia,Northern Province,ZMB04
C024929,W05921,ORG0127,8/24/2024,4449.93,6199.01,4523.52,Open-term,Technicien,Technician,Analysts,2141,5/25/2016,5/31/2028,35.6,G5,3,ZMB,Zambia,Eastern Province,ZMB04
C024930,W09684,ORG0386,4/25/2023,3005.19,5826.94,4558.7,Permanent,Ingenieur,Technician,Technicians,2411,3/18/2023,11/26/2024,46.7,G6,3,ZMB,Zambia,Eastern Province,ZMB05
C024931,W05425,ORG0213,11/26/2024,3822.56,5299.63,4324.47,Permanent,Ingenieur,Driver,Drivers,8322,11/15/2017,3/25/2026,36.7,P2,24,ZMB,Zambia,Northern Province,ZMB05
C024932,W04826,ORG0370,7/15/2024,4212.74,4900.73,4900.73,Open-term,Technicien,Engineer,Accountants,2421,7/2/2021,6/28/2026,38.3,G5,5,ZMB,Zambia,Eastern Province,ZMB01
C024933,W00581,ORG0027,10/22/2023,5048.25,6178.11,3996.23,Permanent,Analyste,Driver,Technicians,2421,2/1/2019,4/23/2025,32.7,G7,15,ZMB,Zambia,Central Province,ZMB05
C024934,W00962,ORG0359,9/4/2024,3402.27,4615.64,4272.06,Short-term,Analyste,Technician,Analysts,2411,7/20/2015,3/18/2026,32.9,P2,8,ZMB,Zambia,Central Province,ZMB01
C024935,W07322,ORG0054,10/22/2023,3138.17,5485.29,4526.69,Permanent,Chauffeur,Accountant,Analysts,8322,1/2/2020,7/22/2026,36.1,G8,2,ZMB,Zambia,Western Province,ZMB04
C024936,W01862,ORG0371,6/16/2023,4508.26,5331.32,3745.28,Permanent,Technicien,Analyst,Engineers,8322,7/29/2021,12/28/2027,41.3,G7,17,ZMB,Zambia,Western Province,ZMB02
C024937,W03407,ORG0051,5/9/2023,4377.87,8002.16,3756.19,Short-term,Ingenieur,Technician,Analysts,2421,7/21/2015,11/9/2026,43.1,P2,1,ZMB,Zambia,Western Province,ZMB05
C024938,W01668,ORG0460,2/11/2024,4301.33,4301.33,4301.33,Permanent,Chauffeur,Analyst,Engineers,2411,10/31/2015,7/14/2025,37,G8,25,ZMB,Zambia,Central Province,ZMB04
C024939,W07206,ORG0419,6/19/2024,2316.48,3866.65,3866.65,Open-term,Chauffeur,Analyst,Engineers,2421,3/28/2018,8/22/2024,39.2,P2,28,ZMB,Zambia,Eastern Province,ZMB05
C024940,W07313,ORG0267,12/22/2024,2551.85,7370.78,3697.35,Short-term,Chauffeur,Accountant,Drivers,8322,8/9/2019,9/8/2028,48.3,G6,3,ZMB,Zambia,Northern Province,ZMB04
C024941,W02658,ORG0129,10/1/2024,4367.23,6780.15,5480.78,Open-term,Technicien,Accountant,Engineers,2421,12/11/2022,9/15/2028,42.9,G5,27,ZMB,Zambia,Central Province,ZMB04
C024942,W07948,ORG0030,11/26/2024,4686.17,6098.2,4181.58,Permanent,Comptable,Accountant,Analysts,2411,9/26/2019,7/15/2026,29,G6,28,ZMB,Zambia,Northern Province,ZMB02
